Heavy particle collisions / Elastic Scattering / H, H --> H
IAEA-APID-8 (1998)
Differential cross sections
 
Validity limits and fit function with fit parameters


ID	Process	Reaction	Validity limits in sr	Energy origin	Limits in authors' unit	Fit function
1	EL	H, H (E= .100 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
2	EL	H, H (E= 1.00 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
3	EL	H, H (E= 1.25 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
4	EL	H, H (E= 1.58 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
5	EL	H, H (E= 1.99 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
6	EL	H, H (E= 2.51 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
7	EL	H, H (E= 3.16 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
8	EL	H, H (E= 3.98 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
9	EL	H, H (E= 5.01 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
10	EL	H, H (E= 6.30 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
11	EL	H, H (E= 7.94 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
12	EL	H, H (E= .125 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
13	EL	H, H (E= 10.0 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
14	EL	H, H (E= 12.5 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
15	EL	H, H (E= 15.8 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
16	EL	H, H (E= 19.9 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
17	EL	H, H (E= 25.1 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
18	EL	H, H (E= 31.6 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
19	EL	H, H (E= 39.8 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
20	EL	H, H (E= 50.1 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
21	EL	H, H (E= 63.0 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
22	EL	H, H (E= 79.4 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
23	EL	H, H (E= .158 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
24	EL	H, H (E= 100. eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
25	EL	H, H (E= .199 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
26	EL	H, H (E= .251 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
27	EL	H, H (E= .316 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
28	EL	H, H (E= .398 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
29	EL	H, H (E= .501 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
30	EL	H, H (E= .631 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
31	EL	H, H (E= .794 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
Units conversion	Graphic layouts	Output options
x	Energy origin	y

sr

Projectile

cm2
cm2
vs
sr	PNG file
PDF file
GZipped PostScript file
XML
Numerical data
   1   	H, H (E= .100 eV CM Energy) --> H, H

P.S. Krstic, D.R. Schultz
IAEA-APID-8 (1998)
User Units	Authors' Units
Angle in sr (CenterOfMass)	Cross section in cm2	Differential cross sections cm2 vs rd (CenterOfMass)
5.2843E-01	1.3513E-15	5.2843E-01	4.8256E+01
5.3324E-01	1.2970E-15	5.3324E-01	4.6317E+01
5.3807E-01	1.2412E-15	5.3807E-01	4.4323E+01
5.4292E-01	1.1846E-15	5.4292E-01	4.2304E+01
5.4778E-01	1.1283E-15	5.4778E-01	4.0294E+01
5.5266E-01	1.0733E-15	5.5266E-01	3.8327E+01
5.5756E-01	1.0204E-15	5.5756E-01	3.6438E+01
5.6248E-01	9.7065E-16	5.6248E-01	3.4663E+01
5.6741E-01	9.2509E-16	5.6741E-01	3.3036E+01
5.7236E-01	8.8459E-16	5.7236E-01	3.1589E+01
5.7732E-01	8.5001E-16	5.7732E-01	3.0354E+01
5.8230E-01	8.2210E-16	5.8230E-01	2.9358E+01
5.8730E-01	8.0151E-16	5.8730E-01	2.8623E+01
5.9232E-01	7.8878E-16	5.9232E-01	2.8168E+01
5.9735E-01	7.8428E-16	5.9735E-01	2.8007E+01
6.0240E-01	7.8827E-16	6.0240E-01	2.8150E+01
6.0746E-01	8.0084E-16	6.0746E-01	2.8599E+01
6.1254E-01	8.2193E-16	6.1254E-01	2.9352E+01
6.1764E-01	8.5130E-16	6.1764E-01	3.0401E+01
6.2275E-01	8.8860E-16	6.2275E-01	3.1733E+01
6.2788E-01	9.3330E-16	6.2788E-01	3.3329E+01
6.3302E-01	9.8472E-16	6.3302E-01	3.5165E+01
6.3818E-01	1.0421E-15	6.3818E-01	3.7213E+01
6.4336E-01	1.1044E-15	6.4336E-01	3.9440E+01
6.4854E-01	1.1708E-15	6.4854E-01	4.1809E+01
6.5375E-01	1.2400E-15	6.5375E-01	4.4281E+01
6.5897E-01	1.3109E-15	6.5897E-01	4.6813E+01
6.6421E-01	1.3823E-15	6.6421E-01	4.9361E+01
6.6946E-01	1.4528E-15	6.6946E-01	5.1882E+01
6.7473E-01	1.5214E-15	6.7473E-01	5.4330E+01
6.8001E-01	1.5867E-15	6.8001E-01	5.6662E+01
6.8530E-01	1.6476E-15	6.8530E-01	5.8838E+01
6.9061E-01	1.7031E-15	6.9061E-01	6.0820E+01
6.9594E-01	1.7523E-15	6.9594E-01	6.2574E+01
7.0128E-01	1.7942E-15	7.0128E-01	6.4072E+01
7.0664E-01	1.8283E-15	7.0664E-01	6.5290E+01
7.1201E-01	1.8541E-15	7.1201E-01	6.6211E+01
7.1739E-01	1.8713E-15	7.1739E-01	6.6824E+01
7.2279E-01	1.8797E-15	7.2279E-01	6.7125E+01
7.2820E-01	1.8794E-15	7.2820E-01	6.7115E+01
7.3363E-01	1.8707E-15	7.3363E-01	6.6802E+01
7.3907E-01	1.8538E-15	7.3907E-01	6.6200E+01
7.4452E-01	1.8293E-15	7.4452E-01	6.5325E+01
7.4999E-01	1.7978E-15	7.4999E-01	6.4202E+01
7.5547E-01	1.7601E-15	7.5547E-01	6.2855E+01
7.6097E-01	1.7170E-15	7.6097E-01	6.1315E+01
7.6648E-01	1.6693E-15	7.6648E-01	5.9610E+01
7.7200E-01	1.6179E-15	7.7200E-01	5.7775E+01
7.7753E-01	1.5637E-15	7.7753E-01	5.5840E+01
7.8308E-01	1.5076E-15	7.8308E-01	5.3838E+01
7.8864E-01	1.4506E-15	7.8864E-01	5.1801E+01
7.9422E-01	1.3934E-15	7.9422E-01	4.9759E+01
7.9981E-01	1.3368E-15	7.9981E-01	4.7738E+01
8.0541E-01	1.2815E-15	8.0541E-01	4.5765E+01
8.1102E-01	1.2282E-15	8.1102E-01	4.3860E+01
8.1665E-01	1.1773E-15	8.1665E-01	4.2043E+01
8.2229E-01	1.1293E-15	8.2229E-01	4.0328E+01
8.2794E-01	1.0844E-15	8.2794E-01	3.8725E+01
8.3360E-01	1.0429E-15	8.3360E-01	3.7242E+01
8.3928E-01	1.0048E-15	8.3928E-01	3.5881E+01
8.4497E-01	9.7004E-16	8.4497E-01	3.4641E+01
8.5067E-01	9.3858E-16	8.5067E-01	3.3517E+01
8.5638E-01	9.1019E-16	8.5638E-01	3.2504E+01
8.6211E-01	8.8461E-16	8.6211E-01	3.1590E+01
8.6784E-01	8.6151E-16	8.6784E-01	3.0765E+01
8.7359E-01	8.4058E-16	8.7359E-01	3.0017E+01
8.7935E-01	8.2146E-16	8.7935E-01	2.9335E+01
8.8512E-01	8.0384E-16	8.8512E-01	2.8706E+01
8.9091E-01	7.8743E-16	8.9091E-01	2.8120E+01
8.9670E-01	7.7200E-16	8.9670E-01	2.7569E+01
9.0251E-01	7.5735E-16	9.0251E-01	2.7045E+01
9.0832E-01	7.4338E-16	9.0832E-01	2.6547E+01
9.1415E-01	7.3004E-16	9.1415E-01	2.6070E+01
9.1999E-01	7.1736E-16	9.1999E-01	2.5617E+01
9.2584E-01	7.0543E-16	9.2584E-01	2.5191E+01
9.3170E-01	6.9439E-16	9.3170E-01	2.4797E+01
9.3757E-01	6.8443E-16	9.3757E-01	2.4441E+01
9.4345E-01	6.7578E-16	9.4345E-01	2.4133E+01
9.4935E-01	6.6868E-16	9.4935E-01	2.3879E+01
9.5525E-01	6.6338E-16	9.5525E-01	2.3690E+01
9.6116E-01	6.6012E-16	9.6116E-01	2.3573E+01
9.6708E-01	6.5913E-16	9.6708E-01	2.3538E+01
9.7302E-01	6.6058E-16	9.7302E-01	2.3590E+01
9.7896E-01	6.6464E-16	9.7896E-01	2.3735E+01
9.8491E-01	6.7137E-16	9.8491E-01	2.3975E+01
9.9088E-01	6.8081E-16	9.9088E-01	2.4312E+01
9.9685E-01	6.9292E-16	9.9685E-01	2.4745E+01
1.0028E+00	7.0760E-16	1.0028E+00	2.5269E+01
1.0088E+00	7.2468E-16	1.0088E+00	2.5879E+01
1.0148E+00	7.4393E-16	1.0148E+00	2.6566E+01
1.0208E+00	7.6504E-16	1.0208E+00	2.7320E+01
1.0269E+00	7.8769E-16	1.0269E+00	2.8129E+01
1.0329E+00	8.1151E-16	1.0329E+00	2.8979E+01
1.0389E+00	8.3609E-16	1.0389E+00	2.9857E+01
1.0450E+00	8.6106E-16	1.0450E+00	3.0749E+01
1.0510E+00	8.8602E-16	1.0510E+00	3.1640E+01
1.0571E+00	9.1064E-16	1.0571E+00	3.2520E+01
1.0632E+00	9.3463E-16	1.0632E+00	3.3376E+01
1.0692E+00	9.5776E-16	1.0692E+00	3.4202E+01
1.0753E+00	9.7988E-16	1.0753E+00	3.4992E+01
1.0814E+00	1.0010E-15	1.0814E+00	3.5745E+01
1.0875E+00	1.0210E-15	1.0875E+00	3.6461E+01
1.0937E+00	1.0402E-15	1.0937E+00	3.7146E+01
1.0998E+00	1.0587E-15	1.0998E+00	3.7807E+01
1.1059E+00	1.0769E-15	1.1059E+00	3.8455E+01
1.1120E+00	1.0950E-15	1.1120E+00	3.9102E+01
1.1182E+00	1.1134E-15	1.1182E+00	3.9761E+01
1.1243E+00	1.1326E-15	1.1243E+00	4.0445E+01
1.1305E+00	1.1528E-15	1.1305E+00	4.1167E+01
1.1367E+00	1.1744E-15	1.1367E+00	4.1939E+01
1.1428E+00	1.1976E-15	1.1428E+00	4.2768E+01
1.1490E+00	1.2226E-15	1.1490E+00	4.3660E+01
1.1552E+00	1.2493E-15	1.1552E+00	4.4615E+01
1.1614E+00	1.2778E-15	1.1614E+00	4.5630E+01
1.1676E+00	1.3077E-15	1.1676E+00	4.6698E+01
1.1738E+00	1.3387E-15	1.1738E+00	4.7804E+01
1.1800E+00	1.3702E-15	1.1800E+00	4.8931E+01
1.1863E+00	1.4017E-15	1.1863E+00	5.0057E+01
1.1925E+00	1.4325E-15	1.1925E+00	5.1156E+01
1.1987E+00	1.4617E-15	1.1987E+00	5.2197E+01
1.2050E+00	1.4883E-15	1.2050E+00	5.3148E+01
1.2112E+00	1.5115E-15	1.2112E+00	5.3977E+01
1.2175E+00	1.5303E-15	1.2175E+00	5.4648E+01
1.2237E+00	1.5437E-15	1.2237E+00	5.5127E+01
1.2300E+00	1.5509E-15	1.2300E+00	5.5384E+01
1.2363E+00	1.5511E-15	1.2363E+00	5.5390E+01
1.2425E+00	1.5435E-15	1.2425E+00	5.5121E+01
1.2488E+00	1.5278E-15	1.2488E+00	5.4559E+01
1.2551E+00	1.5036E-15	1.2551E+00	5.3696E+01
1.2614E+00	1.4709E-15	1.2614E+00	5.2528E+01
1.2677E+00	1.4299E-15	1.2677E+00	5.1062E+01
1.2740E+00	1.3809E-15	1.2740E+00	4.9314E+01
1.2803E+00	1.3248E-15	1.2803E+00	4.7310E+01
1.2866E+00	1.2625E-15	1.2866E+00	4.5084E+01
1.2929E+00	1.1952E-15	1.2929E+00	4.2680E+01
1.2993E+00	1.1242E-15	1.2993E+00	4.0147E+01
1.3056E+00	1.0513E-15	1.3056E+00	3.7542E+01
1.3119E+00	9.7797E-16	1.3119E+00	3.4924E+01
1.3182E+00	9.0607E-16	1.3182E+00	3.2356E+01
1.3246E+00	8.3732E-16	1.3246E+00	2.9901E+01
1.3309E+00	7.7345E-16	1.3309E+00	2.7620E+01
1.3373E+00	7.1606E-16	1.3373E+00	2.5571E+01
1.3436E+00	6.6661E-16	1.3436E+00	2.3805E+01
1.3500E+00	6.2635E-16	1.3500E+00	2.2367E+01
1.3563E+00	5.9631E-16	1.3563E+00	2.1295E+01
1.3627E+00	5.7721E-16	1.3627E+00	2.0613E+01
1.3691E+00	5.6950E-16	1.3691E+00	2.0337E+01
1.3755E+00	5.7328E-16	1.3755E+00	2.0472E+01
1.3818E+00	5.8835E-16	1.3818E+00	2.1010E+01
1.3882E+00	6.1416E-16	1.3882E+00	2.1932E+01
1.3946E+00	6.4987E-16	1.3946E+00	2.3207E+01
1.4010E+00	6.9434E-16	1.4010E+00	2.4795E+01
1.4074E+00	7.4619E-16	1.4074E+00	2.6647E+01
1.4137E+00	8.0384E-16	1.4137E+00	2.8706E+01
1.4201E+00	8.6556E-16	1.4201E+00	3.0910E+01
1.4265E+00	9.2956E-16	1.4265E+00	3.3195E+01
1.4329E+00	9.9400E-16	1.4329E+00	3.5496E+01
1.4393E+00	1.0571E-15	1.4393E+00	3.7751E+01
1.4457E+00	1.1172E-15	1.4457E+00	3.9898E+01
1.4521E+00	1.1729E-15	1.4521E+00	4.1885E+01
1.4585E+00	1.2228E-15	1.4585E+00	4.3667E+01
1.4649E+00	1.2660E-15	1.4649E+00	4.5208E+01
1.4713E+00	1.3016E-15	1.4713E+00	4.6482E+01
1.4777E+00	1.3294E-15	1.4777E+00	4.7474E+01
1.4842E+00	1.3492E-15	1.4842E+00	4.8182E+01
1.4906E+00	1.3612E-15	1.4906E+00	4.8611E+01
1.4970E+00	1.3660E-15	1.4970E+00	4.8779E+01
1.5034E+00	1.3641E-15	1.5034E+00	4.8714E+01
1.5098E+00	1.3567E-15	1.5098E+00	4.8448E+01
1.5162E+00	1.3448E-15	1.5162E+00	4.8023E+01
1.5226E+00	1.3296E-15	1.5226E+00	4.7482E+01
1.5291E+00	1.3126E-15	1.5291E+00	4.6873E+01
1.5355E+00	1.2950E-15	1.5355E+00	4.6244E+01
1.5419E+00	1.2780E-15	1.5419E+00	4.5639E+01
1.5483E+00	1.2629E-15	1.5483E+00	4.5099E+01
1.5547E+00	1.2506E-15	1.5547E+00	4.4661E+01
1.5612E+00	1.2420E-15	1.5612E+00	4.4352E+01
1.5676E+00	1.2375E-15	1.5676E+00	4.4193E+01
1.5740E+00	1.2375E-15	1.5740E+00	4.4193E+01
1.5804E+00	1.2420E-15	1.5804E+00	4.4352E+01
1.5869E+00	1.2506E-15	1.5869E+00	4.4661E+01
1.5933E+00	1.2629E-15	1.5933E+00	4.5099E+01
1.5997E+00	1.2780E-15	1.5997E+00	4.5639E+01
1.6061E+00	1.2950E-15	1.6061E+00	4.6244E+01
1.6125E+00	1.3126E-15	1.6125E+00	4.6873E+01
1.6189E+00	1.3296E-15	1.6189E+00	4.7482E+01
1.6254E+00	1.3448E-15	1.6254E+00	4.8023E+01
1.6318E+00	1.3567E-15	1.6318E+00	4.8448E+01
1.6382E+00	1.3641E-15	1.6382E+00	4.8714E+01
1.6446E+00	1.3660E-15	1.6446E+00	4.8779E+01
1.6510E+00	1.3612E-15	1.6510E+00	4.8611E+01
1.6574E+00	1.3492E-15	1.6574E+00	4.8182E+01
1.6639E+00	1.3294E-15	1.6639E+00	4.7474E+01
1.6703E+00	1.3016E-15	1.6703E+00	4.6482E+01
1.6767E+00	1.2660E-15	1.6767E+00	4.5208E+01
1.6831E+00	1.2228E-15	1.6831E+00	4.3667E+01
1.6895E+00	1.1729E-15	1.6895E+00	4.1885E+01
1.6959E+00	1.1172E-15	1.6959E+00	3.9898E+01
1.7023E+00	1.0571E-15	1.7023E+00	3.7751E+01
1.7087E+00	9.9400E-16	1.7087E+00	3.5496E+01
1.7151E+00	9.2956E-16	1.7151E+00	3.3195E+01
1.7215E+00	8.6556E-16	1.7215E+00	3.0910E+01
1.7279E+00	8.0384E-16	1.7279E+00	2.8706E+01
1.7342E+00	7.4619E-16	1.7342E+00	2.6647E+01
1.7406E+00	6.9434E-16	1.7406E+00	2.4795E+01
1.7470E+00	6.4987E-16	1.7470E+00	2.3207E+01
1.7534E+00	6.1416E-16	1.7534E+00	2.1932E+01
1.7598E+00	5.8835E-16	1.7598E+00	2.1010E+01
1.7661E+00	5.7328E-16	1.7661E+00	2.0472E+01
1.7725E+00	5.6950E-16	1.7725E+00	2.0337E+01
1.7789E+00	5.7721E-16	1.7789E+00	2.0613E+01
1.7852E+00	5.9631E-16	1.7852E+00	2.1295E+01
1.7916E+00	6.2635E-16	1.7916E+00	2.2367E+01
1.7980E+00	6.6661E-16	1.7980E+00	2.3805E+01
1.8043E+00	7.1606E-16	1.8043E+00	2.5571E+01
1.8106E+00	7.7345E-16	1.8106E+00	2.7620E+01
1.8170E+00	8.3732E-16	1.8170E+00	2.9901E+01
1.8233E+00	9.0607E-16	1.8233E+00	3.2356E+01
1.8297E+00	9.7797E-16	1.8297E+00	3.4924E+01
1.8360E+00	1.0513E-15	1.8360E+00	3.7542E+01
1.8423E+00	1.1242E-15	1.8423E+00	4.0147E+01
1.8487E+00	1.1952E-15	1.8487E+00	4.2680E+01
1.8550E+00	1.2625E-15	1.8550E+00	4.5084E+01
1.8613E+00	1.3248E-15	1.8613E+00	4.7310E+01
1.8676E+00	1.3809E-15	1.8676E+00	4.9314E+01
1.8739E+00	1.4299E-15	1.8739E+00	5.1062E+01
1.8802E+00	1.4709E-15	1.8802E+00	5.2528E+01
1.8865E+00	1.5036E-15	1.8865E+00	5.3696E+01
1.8928E+00	1.5278E-15	1.8928E+00	5.4559E+01
1.8991E+00	1.5435E-15	1.8991E+00	5.5121E+01
1.9053E+00	1.5511E-15	1.9053E+00	5.5390E+01
1.9116E+00	1.5509E-15	1.9116E+00	5.5384E+01
1.9179E+00	1.5437E-15	1.9179E+00	5.5127E+01
1.9241E+00	1.5303E-15	1.9241E+00	5.4648E+01
1.9304E+00	1.5115E-15	1.9304E+00	5.3977E+01
1.9366E+00	1.4883E-15	1.9366E+00	5.3148E+01
1.9429E+00	1.4617E-15	1.9429E+00	5.2197E+01
1.9491E+00	1.4325E-15	1.9491E+00	5.1156E+01
1.9553E+00	1.4017E-15	1.9553E+00	5.0057E+01
1.9616E+00	1.3702E-15	1.9616E+00	4.8931E+01
1.9678E+00	1.3387E-15	1.9678E+00	4.7804E+01
1.9740E+00	1.3077E-15	1.9740E+00	4.6698E+01
1.9802E+00	1.2778E-15	1.9802E+00	4.5630E+01
1.9864E+00	1.2493E-15	1.9864E+00	4.4615E+01
1.9926E+00	1.2226E-15	1.9926E+00	4.3660E+01
1.9988E+00	1.1976E-15	1.9988E+00	4.2768E+01
2.0049E+00	1.1744E-15	2.0049E+00	4.1939E+01
2.0111E+00	1.1528E-15	2.0111E+00	4.1167E+01
2.0173E+00	1.1326E-15	2.0173E+00	4.0445E+01
2.0234E+00	1.1134E-15	2.0234E+00	3.9761E+01
2.0296E+00	1.0950E-15	2.0296E+00	3.9102E+01
2.0357E+00	1.0769E-15	2.0357E+00	3.8455E+01
2.0418E+00	1.0587E-15	2.0418E+00	3.7807E+01
2.0480E+00	1.0402E-15	2.0480E+00	3.7146E+01
2.0541E+00	1.0210E-15	2.0541E+00	3.6461E+01
2.0602E+00	1.0010E-15	2.0602E+00	3.5745E+01
2.0663E+00	9.7988E-16	2.0663E+00	3.4992E+01
2.0724E+00	9.5776E-16	2.0724E+00	3.4202E+01
2.0784E+00	9.3463E-16	2.0784E+00	3.3376E+01
2.0845E+00	9.1064E-16	2.0845E+00	3.2520E+01
2.0906E+00	8.8602E-16	2.0906E+00	3.1640E+01
2.0966E+00	8.6106E-16	2.0966E+00	3.0749E+01
2.1027E+00	8.3609E-16	2.1027E+00	2.9857E+01
2.1087E+00	8.1151E-16	2.1087E+00	2.8979E+01
2.1147E+00	7.8769E-16	2.1147E+00	2.8129E+01
2.1208E+00	7.6504E-16	2.1208E+00	2.7320E+01
2.1268E+00	7.4393E-16	2.1268E+00	2.6566E+01
2.1328E+00	7.2468E-16	2.1328E+00	2.5879E+01
2.1388E+00	7.0760E-16	2.1388E+00	2.5269E+01
2.1447E+00	6.9292E-16	2.1447E+00	2.4745E+01
2.1507E+00	6.8081E-16	2.1507E+00	2.4312E+01
2.1567E+00	6.7137E-16	2.1567E+00	2.3975E+01
2.1626E+00	6.6464E-16	2.1626E+00	2.3735E+01
2.1686E+00	6.6058E-16	2.1686E+00	2.3590E+01
2.1745E+00	6.5913E-16	2.1745E+00	2.3538E+01
2.1804E+00	6.6012E-16	2.1804E+00	2.3573E+01
2.1863E+00	6.6338E-16	2.1863E+00	2.3690E+01
2.1923E+00	6.6868E-16	2.1923E+00	2.3879E+01
2.1981E+00	6.7578E-16	2.1981E+00	2.4133E+01
2.2040E+00	6.8443E-16	2.2040E+00	2.4441E+01
2.2099E+00	6.9439E-16	2.2099E+00	2.4797E+01
2.2157E+00	7.0543E-16	2.2157E+00	2.5191E+01
2.2216E+00	7.1736E-16	2.2216E+00	2.5617E+01
2.2274E+00	7.3004E-16	2.2274E+00	2.6070E+01
2.2333E+00	7.4338E-16	2.2333E+00	2.6547E+01
2.2391E+00	7.5735E-16	2.2391E+00	2.7045E+01
2.2449E+00	7.7200E-16	2.2449E+00	2.7569E+01
2.2507E+00	7.8743E-16	2.2507E+00	2.8120E+01
2.2565E+00	8.0384E-16	2.2565E+00	2.8706E+01
2.2622E+00	8.2146E-16	2.2622E+00	2.9335E+01
2.2680E+00	8.4058E-16	2.2680E+00	3.0017E+01
2.2738E+00	8.6151E-16	2.2738E+00	3.0765E+01
2.2795E+00	8.8461E-16	2.2795E+00	3.1590E+01
2.2852E+00	9.1019E-16	2.2852E+00	3.2504E+01
2.2909E+00	9.3858E-16	2.2909E+00	3.3517E+01
2.2966E+00	9.7004E-16	2.2966E+00	3.4641E+01
2.3023E+00	1.0048E-15	2.3023E+00	3.5881E+01
2.3080E+00	1.0429E-15	2.3080E+00	3.7242E+01
2.3136E+00	1.0844E-15	2.3136E+00	3.8725E+01
2.3193E+00	1.1293E-15	2.3193E+00	4.0328E+01
2.3249E+00	1.1773E-15	2.3249E+00	4.2043E+01
2.3306E+00	1.2282E-15	2.3306E+00	4.3860E+01
2.3362E+00	1.2815E-15	2.3362E+00	4.5765E+01
2.3418E+00	1.3368E-15	2.3418E+00	4.7738E+01
2.3474E+00	1.3934E-15	2.3474E+00	4.9759E+01
2.3529E+00	1.4506E-15	2.3529E+00	5.1801E+01
2.3585E+00	1.5076E-15	2.3585E+00	5.3838E+01
2.3641E+00	1.5637E-15	2.3641E+00	5.5840E+01
2.3696E+00	1.6179E-15	2.3696E+00	5.7775E+01
2.3751E+00	1.6693E-15	2.3751E+00	5.9610E+01
2.3806E+00	1.7170E-15	2.3806E+00	6.1315E+01
2.3861E+00	1.7601E-15	2.3861E+00	6.2855E+01
2.3916E+00	1.7978E-15	2.3916E+00	6.4202E+01
2.3971E+00	1.8293E-15	2.3971E+00	6.5325E+01
2.4025E+00	1.8538E-15	2.4025E+00	6.6200E+01
2.4080E+00	1.8707E-15	2.4080E+00	6.6802E+01
2.4134E+00	1.8794E-15	2.4134E+00	6.7115E+01
2.4188E+00	1.8797E-15	2.4188E+00	6.7125E+01
2.4242E+00	1.8713E-15	2.4242E+00	6.6824E+01
2.4296E+00	1.8541E-15	2.4296E+00	6.6211E+01
2.4350E+00	1.8283E-15	2.4350E+00	6.5290E+01
2.4403E+00	1.7942E-15	2.4403E+00	6.4072E+01
2.4457E+00	1.7523E-15	2.4457E+00	6.2574E+01
2.4510E+00	1.7031E-15	2.4510E+00	6.0820E+01
2.4563E+00	1.6476E-15	2.4563E+00	5.8838E+01
2.4616E+00	1.5867E-15	2.4616E+00	5.6662E+01
2.4669E+00	1.5214E-15	2.4669E+00	5.4330E+01
2.4721E+00	1.4528E-15	2.4721E+00	5.1882E+01
2.4774E+00	1.3823E-15	2.4774E+00	4.9361E+01
2.4826E+00	1.3109E-15	2.4826E+00	4.6813E+01
2.4878E+00	1.2400E-15	2.4878E+00	4.4281E+01
2.4931E+00	1.1708E-15	2.4931E+00	4.1809E+01
2.4982E+00	1.1044E-15	2.4982E+00	3.9440E+01
