Heavy particle collisions / Elastic Scattering / H, H2
Differential cross sections
 
Validity limits and fit function with fit parameters


ID	Process	Reaction	Validity limits in sr	Energy origin	Limits in authors' unit	Fit function
1	EL	H, H2 (E= .100 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
2	EL	H, H2 (E= 1.00 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
3	EL	H, H2 (E= 1.25 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
4	EL	H, H2 (E= 1.58 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
5	EL	H, H2 (E= 1.99 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
6	EL	H, H2 (E= 2.51 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
7	EL	H, H2 (E= 3.16 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
8	EL	H, H2 (E= 3.98 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
9	EL	H, H2 (E= 5.01 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
10	EL	H, H2 (E= 6.30 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
11	EL	H, H2 (E= 7.94 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
12	EL	H, H2 (E= .125 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
13	EL	H, H2 (E= 10.0 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
14	EL	H, H2 (E= 19.9 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
15	EL	H, H2 (E= 50.1 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
16	EL	H, H2 (E= .158 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
17	EL	H, H2 (E= 100. eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
18	EL	H, H2 (E= .199 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
19	EL	H, H2 (E= .251 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
20	EL	H, H2 (E= .316 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
21	EL	H, H2 (E= .398 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
22	EL	H, H2 (E= .501 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
23	EL	H, H2 (E= .631 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
24	EL	H, H2 (E= .794 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
Units conversion	Graphic layouts	Output options
x	Energy origin	y

sr

Projectile

cm2
cm2
vs
sr	PNG file
PDF file
GZipped PostScript file
XML
Numerical data
   1   	H, H2 (E= .100 eV CM Energy) --> H, H2

P.S. Krstic, D.R. Schultz
IAEA-APID-8 (1998)
User Units	Authors' Units
Angle in sr (CenterOfMass)	Cross section in cm2	Differential cross sections cm2 vs rd (CenterOfMass)
3.5917E-01	2.0762E-15	3.5917E-01	7.4143E+01
3.6327E-01	2.0126E-15	3.6327E-01	7.1871E+01
3.6738E-01	1.9600E-15	3.6738E-01	6.9995E+01
3.7152E-01	1.9187E-15	3.7152E-01	6.8519E+01
3.7568E-01	1.8885E-15	3.7568E-01	6.7441E+01
3.7985E-01	1.8690E-15	3.7985E-01	6.6743E+01
3.8405E-01	1.8595E-15	3.8405E-01	6.6403E+01
3.8827E-01	1.8591E-15	3.8827E-01	6.6391E+01
3.9250E-01	1.8669E-15	3.9250E-01	6.6668E+01
3.9676E-01	1.8816E-15	3.9676E-01	6.7192E+01
4.0104E-01	1.9019E-15	4.0104E-01	6.7919E+01
4.0533E-01	1.9266E-15	4.0533E-01	6.8799E+01
4.0965E-01	1.9542E-15	4.0965E-01	6.9786E+01
4.1398E-01	1.9835E-15	4.1398E-01	7.0832E+01
4.1833E-01	2.0132E-15	4.1833E-01	7.1891E+01
4.2271E-01	2.0420E-15	4.2271E-01	7.2922E+01
4.2710E-01	2.0690E-15	4.2710E-01	7.3887E+01
4.3151E-01	2.0933E-15	4.3151E-01	7.4753E+01
4.3594E-01	2.1140E-15	4.3594E-01	7.5493E+01
4.4039E-01	2.1306E-15	4.4039E-01	7.6085E+01
4.4486E-01	2.1426E-15	4.4486E-01	7.6515E+01
4.4934E-01	2.1499E-15	4.4934E-01	7.6774E+01
4.5385E-01	2.1523E-15	4.5385E-01	7.6860E+01
4.5837E-01	2.1499E-15	4.5837E-01	7.6775E+01
4.6292E-01	2.1430E-15	4.6292E-01	7.6529E+01
4.6748E-01	2.1320E-15	4.6748E-01	7.6135E+01
4.7206E-01	2.1173E-15	4.7206E-01	7.5610E+01
4.7666E-01	2.0995E-15	4.7666E-01	7.4975E+01
4.8127E-01	2.0793E-15	4.8127E-01	7.4253E+01
4.8591E-01	2.0573E-15	4.8591E-01	7.3468E+01
4.9056E-01	2.0343E-15	4.9056E-01	7.2645E+01
4.9523E-01	2.0109E-15	4.9523E-01	7.1810E+01
4.9992E-01	1.9878E-15	4.9992E-01	7.0987E+01
5.0463E-01	1.9657E-15	5.0463E-01	7.0196E+01
5.0935E-01	1.9450E-15	5.0935E-01	6.9458E+01
5.1409E-01	1.9263E-15	5.1409E-01	6.8790E+01
5.1885E-01	1.9099E-15	5.1885E-01	6.8203E+01
5.2363E-01	1.8960E-15	5.2363E-01	6.7708E+01
5.2843E-01	1.8848E-15	5.2843E-01	6.7309E+01
5.3324E-01	1.8764E-15	5.3324E-01	6.7007E+01
5.3807E-01	1.8706E-15	5.3807E-01	6.6801E+01
5.4292E-01	1.8673E-15	5.4292E-01	6.6683E+01
5.4778E-01	1.8662E-15	5.4778E-01	6.6645E+01
5.5266E-01	1.8670E-15	5.5266E-01	6.6673E+01
5.5756E-01	1.8693E-15	5.5756E-01	6.6754E+01
5.6248E-01	1.8726E-15	5.6248E-01	6.6871E+01
5.6741E-01	1.8765E-15	5.6741E-01	6.7009E+01
5.7236E-01	1.8804E-15	5.7236E-01	6.7150E+01
5.7732E-01	1.8840E-15	5.7732E-01	6.7279E+01
5.8230E-01	1.8869E-15	5.8230E-01	6.7381E+01
5.8730E-01	1.8886E-15	5.8730E-01	6.7443E+01
5.9232E-01	1.8889E-15	5.9232E-01	6.7455E+01
5.9735E-01	1.8876E-15	5.9735E-01	6.7409E+01
6.0240E-01	1.8846E-15	6.0240E-01	6.7302E+01
6.0746E-01	1.8799E-15	6.0746E-01	6.7132E+01
6.1254E-01	1.8734E-15	6.1254E-01	6.6901E+01
6.1764E-01	1.8654E-15	6.1764E-01	6.6614E+01
6.2275E-01	1.8560E-15	6.2275E-01	6.6280E+01
6.2788E-01	1.8456E-15	6.2788E-01	6.5908E+01
6.3302E-01	1.8344E-15	6.3302E-01	6.5509E+01
6.3818E-01	1.8229E-15	6.3818E-01	6.5097E+01
6.4336E-01	1.8114E-15	6.4336E-01	6.4685E+01
6.4854E-01	1.8002E-15	6.4854E-01	6.4286E+01
6.5375E-01	1.7897E-15	6.5375E-01	6.3911E+01
6.5897E-01	1.7802E-15	6.5897E-01	6.3571E+01
6.6421E-01	1.7719E-15	6.6421E-01	6.3276E+01
6.6946E-01	1.7650E-15	6.6946E-01	6.3030E+01
6.7473E-01	1.7597E-15	6.7473E-01	6.2838E+01
6.8001E-01	1.7558E-15	6.8001E-01	6.2701E+01
6.8530E-01	1.7534E-15	6.8530E-01	6.2617E+01
6.9061E-01	1.7524E-15	6.9061E-01	6.2580E+01
6.9594E-01	1.7526E-15	6.9594E-01	6.2586E+01
7.0128E-01	1.7537E-15	7.0128E-01	6.2624E+01
7.0664E-01	1.7554E-15	7.0664E-01	6.2687E+01
7.1201E-01	1.7575E-15	7.1201E-01	6.2761E+01
7.1739E-01	1.7596E-15	7.1739E-01	6.2837E+01
7.2279E-01	1.7615E-15	7.2279E-01	6.2905E+01
7.2820E-01	1.7629E-15	7.2820E-01	6.2954E+01
7.3363E-01	1.7635E-15	7.3363E-01	6.2976E+01
7.3907E-01	1.7632E-15	7.3907E-01	6.2965E+01
7.4452E-01	1.7618E-15	7.4452E-01	6.2915E+01
7.4999E-01	1.7593E-15	7.4999E-01	6.2824E+01
7.5547E-01	1.7556E-15	7.5547E-01	6.2692E+01
7.6097E-01	1.7508E-15	7.6097E-01	6.2520E+01
7.6648E-01	1.7449E-15	7.6648E-01	6.2313E+01
7.7200E-01	1.7382E-15	7.7200E-01	6.2074E+01
7.7753E-01	1.7309E-15	7.7753E-01	6.1810E+01
7.8308E-01	1.7230E-15	7.8308E-01	6.1529E+01
7.8864E-01	1.7149E-15	7.8864E-01	6.1239E+01
7.9422E-01	1.7067E-15	7.9422E-01	6.0946E+01
7.9981E-01	1.6986E-15	7.9981E-01	6.0659E+01
8.0541E-01	1.6909E-15	8.0541E-01	6.0384E+01
8.1102E-01	1.6837E-15	8.1102E-01	6.0126E+01
8.1665E-01	1.6771E-15	8.1665E-01	5.9890E+01
8.2229E-01	1.6712E-15	8.2229E-01	5.9680E+01
8.2794E-01	1.6660E-15	8.2794E-01	5.9495E+01
8.3360E-01	1.6616E-15	8.3360E-01	5.9338E+01
8.3928E-01	1.6579E-15	8.3928E-01	5.9206E+01
8.4497E-01	1.6549E-15	8.4497E-01	5.9098E+01
8.5067E-01	1.6525E-15	8.5067E-01	5.9011E+01
8.5638E-01	1.6505E-15	8.5638E-01	5.8941E+01
8.6211E-01	1.6489E-15	8.6211E-01	5.8883E+01
8.6784E-01	1.6475E-15	8.6784E-01	5.8834E+01
8.7359E-01	1.6463E-15	8.7359E-01	5.8790E+01
8.7935E-01	1.6450E-15	8.7935E-01	5.8745E+01
8.8512E-01	1.6437E-15	8.8512E-01	5.8697E+01
8.9091E-01	1.6422E-15	8.9091E-01	5.8642E+01
8.9670E-01	1.6404E-15	8.9670E-01	5.8579E+01
9.0251E-01	1.6383E-15	9.0251E-01	5.8504E+01
9.0832E-01	1.6359E-15	9.0832E-01	5.8418E+01
9.1415E-01	1.6331E-15	9.1415E-01	5.8318E+01
9.1999E-01	1.6299E-15	9.1999E-01	5.8206E+01
9.2584E-01	1.6265E-15	9.2584E-01	5.8083E+01
9.3170E-01	1.6227E-15	9.3170E-01	5.7948E+01
9.3757E-01	1.6187E-15	9.3757E-01	5.7803E+01
9.4345E-01	1.6144E-15	9.4345E-01	5.7650E+01
9.4935E-01	1.6099E-15	9.4935E-01	5.7491E+01
9.5525E-01	1.6053E-15	9.5525E-01	5.7326E+01
9.6116E-01	1.6006E-15	9.6116E-01	5.7159E+01
9.6708E-01	1.5959E-15	9.6708E-01	5.6990E+01
9.7302E-01	1.5911E-15	9.7302E-01	5.6821E+01
9.7896E-01	1.5865E-15	9.7896E-01	5.6653E+01
9.8491E-01	1.5818E-15	9.8491E-01	5.6489E+01
9.9088E-01	1.5773E-15	9.9088E-01	5.6328E+01
9.9685E-01	1.5730E-15	9.9685E-01	5.6172E+01
1.0028E+00	1.5688E-15	1.0028E+00	5.6021E+01
1.0088E+00	1.5647E-15	1.0088E+00	5.5876E+01
1.0148E+00	1.5608E-15	1.0148E+00	5.5737E+01
1.0208E+00	1.5571E-15	1.0208E+00	5.5604E+01
1.0269E+00	1.5535E-15	1.0269E+00	5.5477E+01
1.0329E+00	1.5501E-15	1.0329E+00	5.5354E+01
1.0389E+00	1.5468E-15	1.0389E+00	5.5236E+01
1.0450E+00	1.5436E-15	1.0450E+00	5.5122E+01
1.0510E+00	1.5404E-15	1.0510E+00	5.5009E+01
1.0571E+00	1.5373E-15	1.0571E+00	5.4898E+01
1.0632E+00	1.5342E-15	1.0632E+00	5.4786E+01
1.0692E+00	1.5310E-15	1.0692E+00	5.4672E+01
1.0753E+00	1.5277E-15	1.0753E+00	5.4556E+01
1.0814E+00	1.5244E-15	1.0814E+00	5.4436E+01
1.0875E+00	1.5209E-15	1.0875E+00	5.4311E+01
1.0937E+00	1.5172E-15	1.0937E+00	5.4180E+01
1.0998E+00	1.5134E-15	1.0998E+00	5.4043E+01
1.1059E+00	1.5094E-15	1.1059E+00	5.3900E+01
1.1120E+00	1.5052E-15	1.1120E+00	5.3751E+01
1.1182E+00	1.5008E-15	1.1182E+00	5.3595E+01
1.1243E+00	1.4963E-15	1.1243E+00	5.3435E+01
1.1305E+00	1.4917E-15	1.1305E+00	5.3271E+01
1.1367E+00	1.4871E-15	1.1367E+00	5.3104E+01
1.1428E+00	1.4823E-15	1.1428E+00	5.2935E+01
1.1490E+00	1.4776E-15	1.1490E+00	5.2766E+01
1.1552E+00	1.4729E-15	1.1552E+00	5.2599E+01
1.1614E+00	1.4683E-15	1.1614E+00	5.2433E+01
1.1676E+00	1.4637E-15	1.1676E+00	5.2270E+01
1.1738E+00	1.4593E-15	1.1738E+00	5.2112E+01
1.1800E+00	1.4550E-15	1.1800E+00	5.1958E+01
1.1863E+00	1.4508E-15	1.1863E+00	5.1808E+01
1.1925E+00	1.4467E-15	1.1925E+00	5.1663E+01
1.1987E+00	1.4428E-15	1.1987E+00	5.1522E+01
1.2050E+00	1.4389E-15	1.2050E+00	5.1383E+01
1.2112E+00	1.4351E-15	1.2112E+00	5.1248E+01
1.2175E+00	1.4313E-15	1.2175E+00	5.1113E+01
1.2237E+00	1.4275E-15	1.2237E+00	5.0978E+01
1.2300E+00	1.4237E-15	1.2300E+00	5.0842E+01
1.2363E+00	1.4198E-15	1.2363E+00	5.0703E+01
1.2425E+00	1.4159E-15	1.2425E+00	5.0562E+01
1.2488E+00	1.4118E-15	1.2488E+00	5.0416E+01
1.2551E+00	1.4076E-15	1.2551E+00	5.0266E+01
1.2614E+00	1.4032E-15	1.2614E+00	5.0111E+01
1.2677E+00	1.3988E-15	1.2677E+00	4.9951E+01
1.2740E+00	1.3942E-15	1.2740E+00	4.9787E+01
1.2803E+00	1.3895E-15	1.2803E+00	4.9619E+01
1.2866E+00	1.3847E-15	1.2866E+00	4.9448E+01
1.2929E+00	1.3798E-15	1.2929E+00	4.9275E+01
1.2993E+00	1.3749E-15	1.2993E+00	4.9100E+01
1.3056E+00	1.3701E-15	1.3056E+00	4.8926E+01
1.3119E+00	1.3652E-15	1.3119E+00	4.8752E+01
1.3182E+00	1.3604E-15	1.3182E+00	4.8581E+01
1.3246E+00	1.3557E-15	1.3246E+00	4.8412E+01
1.3309E+00	1.3510E-15	1.3309E+00	4.8245E+01
1.3373E+00	1.3465E-15	1.3373E+00	4.8083E+01
1.3436E+00	1.3420E-15	1.3436E+00	4.7924E+01
1.3500E+00	1.3376E-15	1.3500E+00	4.7768E+01
1.3563E+00	1.3334E-15	1.3563E+00	4.7616E+01
1.3627E+00	1.3292E-15	1.3627E+00	4.7466E+01
1.3691E+00	1.3250E-15	1.3691E+00	4.7318E+01
1.3755E+00	1.3209E-15	1.3755E+00	4.7172E+01
1.3818E+00	1.3168E-15	1.3818E+00	4.7025E+01
1.3882E+00	1.3127E-15	1.3882E+00	4.6879E+01
1.3946E+00	1.3086E-15	1.3946E+00	4.6731E+01
1.4010E+00	1.3044E-15	1.4010E+00	4.6581E+01
1.4074E+00	1.3001E-15	1.4074E+00	4.6428E+01
1.4137E+00	1.2958E-15	1.4137E+00	4.6273E+01
1.4201E+00	1.2913E-15	1.4201E+00	4.6115E+01
1.4265E+00	1.2868E-15	1.4265E+00	4.5953E+01
1.4329E+00	1.2822E-15	1.4329E+00	4.5788E+01
1.4393E+00	1.2775E-15	1.4393E+00	4.5621E+01
1.4457E+00	1.2727E-15	1.4457E+00	4.5451E+01
1.4521E+00	1.2679E-15	1.4521E+00	4.5279E+01
1.4585E+00	1.2631E-15	1.4585E+00	4.5105E+01
1.4649E+00	1.2582E-15	1.4649E+00	4.4931E+01
1.4713E+00	1.2533E-15	1.4713E+00	4.4756E+01
1.4777E+00	1.2484E-15	1.4777E+00	4.4581E+01
1.4842E+00	1.2435E-15	1.4842E+00	4.4407E+01
1.4906E+00	1.2387E-15	1.4906E+00	4.4235E+01
1.4970E+00	1.2339E-15	1.4970E+00	4.4063E+01
1.5034E+00	1.2291E-15	1.5034E+00	4.3894E+01
1.5098E+00	1.2244E-15	1.5098E+00	4.3725E+01
1.5162E+00	1.2198E-15	1.5162E+00	4.3558E+01
1.5226E+00	1.2151E-15	1.5226E+00	4.3393E+01
1.5291E+00	1.2105E-15	1.5291E+00	4.3228E+01
1.5355E+00	1.2059E-15	1.5355E+00	4.3064E+01
1.5419E+00	1.2013E-15	1.5419E+00	4.2901E+01
1.5483E+00	1.1968E-15	1.5483E+00	4.2737E+01
1.5547E+00	1.1922E-15	1.5547E+00	4.2572E+01
1.5612E+00	1.1875E-15	1.5612E+00	4.2407E+01
1.5676E+00	1.1829E-15	1.5676E+00	4.2241E+01
1.5740E+00	1.1782E-15	1.5740E+00	4.2073E+01
1.5804E+00	1.1734E-15	1.5804E+00	4.1904E+01
1.5869E+00	1.1686E-15	1.5869E+00	4.1733E+01
1.5933E+00	1.1638E-15	1.5933E+00	4.1560E+01
1.5997E+00	1.1589E-15	1.5997E+00	4.1386E+01
1.6061E+00	1.1540E-15	1.6061E+00	4.1210E+01
1.6125E+00	1.1490E-15	1.6125E+00	4.1033E+01
1.6189E+00	1.1441E-15	1.6189E+00	4.0855E+01
1.6254E+00	1.1391E-15	1.6254E+00	4.0676E+01
1.6318E+00	1.1340E-15	1.6318E+00	4.0497E+01
1.6382E+00	1.1290E-15	1.6382E+00	4.0318E+01
1.6446E+00	1.1240E-15	1.6446E+00	4.0139E+01
1.6510E+00	1.1190E-15	1.6510E+00	3.9960E+01
1.6574E+00	1.1140E-15	1.6574E+00	3.9782E+01
1.6639E+00	1.1091E-15	1.6639E+00	3.9605E+01
1.6703E+00	1.1041E-15	1.6703E+00	3.9429E+01
1.6767E+00	1.0992E-15	1.6767E+00	3.9253E+01
1.6831E+00	1.0943E-15	1.6831E+00	3.9079E+01
1.6895E+00	1.0895E-15	1.6895E+00	3.8906E+01
1.6959E+00	1.0846E-15	1.6959E+00	3.8733E+01
1.7023E+00	1.0798E-15	1.7023E+00	3.8562E+01
1.7087E+00	1.0751E-15	1.7087E+00	3.8391E+01
1.7151E+00	1.0703E-15	1.7151E+00	3.8221E+01
1.7215E+00	1.0655E-15	1.7215E+00	3.8051E+01
1.7279E+00	1.0608E-15	1.7279E+00	3.7881E+01
1.7342E+00	1.0560E-15	1.7342E+00	3.7711E+01
1.7406E+00	1.0513E-15	1.7406E+00	3.7541E+01
1.7470E+00	1.0465E-15	1.7470E+00	3.7371E+01
1.7534E+00	1.0417E-15	1.7534E+00	3.7200E+01
1.7598E+00	1.0369E-15	1.7598E+00	3.7029E+01
1.7661E+00	1.0321E-15	1.7661E+00	3.6857E+01
1.7725E+00	1.0273E-15	1.7725E+00	3.6685E+01
1.7789E+00	1.0224E-15	1.7789E+00	3.6512E+01
1.7852E+00	1.0176E-15	1.7852E+00	3.6339E+01
1.7916E+00	1.0127E-15	1.7916E+00	3.6165E+01
1.7980E+00	1.0079E-15	1.7980E+00	3.5991E+01
1.8043E+00	1.0030E-15	1.8043E+00	3.5817E+01
1.8106E+00	9.9809E-16	1.8106E+00	3.5642E+01
1.8170E+00	9.9320E-16	1.8170E+00	3.5468E+01
1.8233E+00	9.8831E-16	1.8233E+00	3.5293E+01
1.8297E+00	9.8342E-16	1.8297E+00	3.5119E+01
1.8360E+00	9.7854E-16	1.8360E+00	3.4944E+01
1.8423E+00	9.7366E-16	1.8423E+00	3.4770E+01
1.8487E+00	9.6880E-16	1.8487E+00	3.4596E+01
1.8550E+00	9.6394E-16	1.8550E+00	3.4423E+01
1.8613E+00	9.5910E-16	1.8613E+00	3.4250E+01
1.8676E+00	9.5426E-16	1.8676E+00	3.4077E+01
1.8739E+00	9.4944E-16	1.8739E+00	3.3905E+01
1.8802E+00	9.4463E-16	1.8802E+00	3.3733E+01
1.8865E+00	9.3983E-16	1.8865E+00	3.3562E+01
1.8928E+00	9.3503E-16	1.8928E+00	3.3391E+01
1.8991E+00	9.3025E-16	1.8991E+00	3.3220E+01
1.9053E+00	9.2547E-16	1.9053E+00	3.3049E+01
1.9116E+00	9.2070E-16	1.9116E+00	3.2879E+01
1.9179E+00	9.1593E-16	1.9179E+00	3.2708E+01
1.9241E+00	9.1116E-16	1.9241E+00	3.2538E+01
1.9304E+00	9.0640E-16	1.9304E+00	3.2368E+01
1.9366E+00	9.0164E-16	1.9366E+00	3.2198E+01
1.9429E+00	8.9687E-16	1.9429E+00	3.2028E+01
1.9491E+00	8.9211E-16	1.9491E+00	3.1858E+01
1.9553E+00	8.8734E-16	1.9553E+00	3.1688E+01
1.9616E+00	8.8258E-16	1.9616E+00	3.1517E+01
1.9678E+00	8.7781E-16	1.9678E+00	3.1347E+01
1.9740E+00	8.7305E-16	1.9740E+00	3.1177E+01
1.9802E+00	8.6828E-16	1.9802E+00	3.1007E+01
1.9864E+00	8.6351E-16	1.9864E+00	3.0837E+01
1.9926E+00	8.5875E-16	1.9926E+00	3.0666E+01
1.9988E+00	8.5398E-16	1.9988E+00	3.0496E+01
2.0049E+00	8.4922E-16	2.0049E+00	3.0326E+01
2.0111E+00	8.4446E-16	2.0111E+00	3.0156E+01
2.0173E+00	8.3970E-16	2.0173E+00	2.9986E+01
2.0234E+00	8.3495E-16	2.0234E+00	2.9817E+01
2.0296E+00	8.3021E-16	2.0296E+00	2.9647E+01
2.0357E+00	8.2547E-16	2.0357E+00	2.9478E+01
2.0418E+00	8.2073E-16	2.0418E+00	2.9309E+01
2.0480E+00	8.1601E-16	2.0480E+00	2.9140E+01
2.0541E+00	8.1128E-16	2.0541E+00	2.8971E+01
2.0602E+00	8.0657E-16	2.0602E+00	2.8803E+01
2.0663E+00	8.0187E-16	2.0663E+00	2.8635E+01
2.0724E+00	7.9717E-16	2.0724E+00	2.8468E+01
2.0784E+00	7.9248E-16	2.0784E+00	2.8300E+01
2.0845E+00	7.8780E-16	2.0845E+00	2.8133E+01
2.0906E+00	7.8313E-16	2.0906E+00	2.7966E+01
2.0966E+00	7.7847E-16	2.0966E+00	2.7800E+01
2.1027E+00	7.7381E-16	2.1027E+00	2.7633E+01
2.1087E+00	7.6917E-16	2.1087E+00	2.7467E+01
2.1147E+00	7.6453E-16	2.1147E+00	2.7302E+01
2.1208E+00	7.5990E-16	2.1208E+00	2.7136E+01
2.1268E+00	7.5528E-16	2.1268E+00	2.6971E+01
2.1328E+00	7.5066E-16	2.1328E+00	2.6807E+01
2.1388E+00	7.4606E-16	2.1388E+00	2.6642E+01
2.1447E+00	7.4146E-16	2.1447E+00	2.6478E+01
2.1507E+00	7.3688E-16	2.1507E+00	2.6314E+01
2.1567E+00	7.3230E-16	2.1567E+00	2.6151E+01
2.1626E+00	7.2773E-16	2.1626E+00	2.5988E+01
2.1686E+00	7.2317E-16	2.1686E+00	2.5825E+01
2.1745E+00	7.1861E-16	2.1745E+00	2.5662E+01
2.1804E+00	7.1407E-16	2.1804E+00	2.5500E+01
2.1863E+00	7.0954E-16	2.1863E+00	2.5338E+01
2.1923E+00	7.0502E-16	2.1923E+00	2.5177E+01
2.1981E+00	7.0050E-16	2.1981E+00	2.5015E+01
2.2040E+00	6.9600E-16	2.2040E+00	2.4855E+01
2.2099E+00	6.9151E-16	2.2099E+00	2.4694E+01
2.2157E+00	6.8702E-16	2.2157E+00	2.4534E+01
2.2216E+00	6.8255E-16	2.2216E+00	2.4374E+01
2.2274E+00	6.7808E-16	2.2274E+00	2.4215E+01
2.2333E+00	6.7363E-16	2.2333E+00	2.4056E+01
2.2391E+00	6.6919E-16	2.2391E+00	2.3897E+01
2.2449E+00	6.6476E-16	2.2449E+00	2.3739E+01
2.2507E+00	6.6034E-16	2.2507E+00	2.3581E+01
2.2565E+00	6.5592E-16	2.2565E+00	2.3424E+01
2.2622E+00	6.5152E-16	2.2622E+00	2.3266E+01
2.2680E+00	6.4713E-16	2.2680E+00	2.3110E+01
2.2738E+00	6.4276E-16	2.2738E+00	2.2953E+01
2.2795E+00	6.3839E-16	2.2795E+00	2.2797E+01
2.2852E+00	6.3403E-16	2.2852E+00	2.2642E+01
2.2909E+00	6.2968E-16	2.2909E+00	2.2486E+01
2.2966E+00	6.2535E-16	2.2966E+00	2.2331E+01
2.3023E+00	6.2102E-16	2.3023E+00	2.2177E+01
2.3080E+00	6.1670E-16	2.3080E+00	2.2023E+01
2.3136E+00	6.1240E-16	2.3136E+00	2.1869E+01
2.3193E+00	6.0811E-16	2.3193E+00	2.1716E+01
2.3249E+00	6.0382E-16	2.3249E+00	2.1563E+01
2.3306E+00	5.9955E-16	2.3306E+00	2.1410E+01
2.3362E+00	5.9529E-16	2.3362E+00	2.1258E+01
2.3418E+00	5.9104E-16	2.3418E+00	2.1107E+01
2.3474E+00	5.8681E-16	2.3474E+00	2.0955E+01
2.3529E+00	5.8258E-16	2.3529E+00	2.0804E+01
2.3585E+00	5.7836E-16	2.3585E+00	2.0654E+01
2.3641E+00	5.7416E-16	2.3641E+00	2.0504E+01
2.3696E+00	5.6997E-16	2.3696E+00	2.0354E+01
2.3751E+00	5.6579E-16	2.3751E+00	2.0205E+01
2.3806E+00	5.6162E-16	2.3806E+00	2.0056E+01
2.3861E+00	5.5746E-16	2.3861E+00	1.9907E+01
2.3916E+00	5.5332E-16	2.3916E+00	1.9759E+01
2.3971E+00	5.4919E-16	2.3971E+00	1.9612E+01
2.4025E+00	5.4507E-16	2.4025E+00	1.9465E+01
